case_id,generator,trace_size,used,available,utilization
case-f05b60a817f02dcf,llama3.1:8b-instruct-q8_0,1,1,1,1.0
case-f05b60a817f02dcf,ministral-3:14b-instruct-2512-q4_K_M,1,1,1,1.0
case-f1b5f7ea5ce01cda,gemma4:12b,1,1,1,1.0
case-f1b5f7ea5ce01cda,llama3.1:8b-instruct-q8_0,1,1,1,1.0
case-f1b5f7ea5ce01cda,ministral-3:14b-instruct-2512-q4_K_M,1,1,1,1.0
case-f23a4cac7ebd192c,gemma4:12b,2,2,2,1.0
case-f23a4cac7ebd192c,llama3.1:8b-instruct-q8_0,2,2,2,1.0
case-f23a4cac7ebd192c,ministral-3:14b-instruct-2512-q4_K_M,2,2,2,1.0
case-f2933aca4d414359,gemma4:12b,1,1,1,1.0
case-f2933aca4d414359,llama3.1:8b-instruct-q8_0,1,1,1,1.0
case-f2933aca4d414359,ministral-3:14b-instruct-2512-q4_K_M,1,1,1,1.0
case-f2a13c1c554006a4,gemma4:12b,1,1,1,1.0
case-f2a13c1c554006a4,llama3.1:8b-instruct-q8_0,1,1,1,1.0
case-f2a13c1c554006a4,ministral-3:14b-instruct-2512-q4_K_M,1,1,1,1.0
case-f2fe2544c12e993d,gemma4:12b,2,1,2,0.5
case-f2fe2544c12e993d,llama3.1:8b-instruct-q8_0,2,1,2,0.5
case-f2fe2544c12e993d,ministral-3:14b-instruct-2512-q4_K_M,2,1,2,0.5
case-f3492c1f8397e32e,gemma4:12b,1,1,1,1.0
case-f3492c1f8397e32e,llama3.1:8b-instruct-q8_0,1,1,1,1.0
case-f3492c1f8397e32e,ministral-3:14b-instruct-2512-q4_K_M,1,1,1,1.0
case-f3ca09946f86f804,gemma4:12b,1,1,1,1.0
case-f3ca09946f86f804,llama3.1:8b-instruct-q8_0,1,1,1,1.0
case-f3ca09946f86f804,ministral-3:14b-instruct-2512-q4_K_M,1,1,1,1.0
case-f4ac372b14ce4136,gemma4:12b,1,1,1,1.0
case-f4ac372b14ce4136,llama3.1:8b-instruct-q8_0,1,1,1,1.0
case-f4ac372b14ce4136,ministral-3:14b-instruct-2512-q4_K_M,1,1,1,1.0
case-f639be208463bed4,gemma4:12b,2,1,2,0.5
case-f639be208463bed4,llama3.1:8b-instruct-q8_0,2,1,2,0.5
case-f639be208463bed4,ministral-3:14b-instruct-2512-q4_K_M,2,2,2,1.0
case-f76e2df716df4967,gemma4:12b,1,1,1,1.0
case-f76e2df716df4967,llama3.1:8b-instruct-q8_0,1,1,1,1.0
case-f76e2df716df4967,ministral-3:14b-instruct-2512-q4_K_M,1,1,1,1.0
case-f76e34c623249a09,gemma4:12b,1,1,1,1.0
case-f76e34c623249a09,llama3.1:8b-instruct-q8_0,1,1,1,1.0
case-f76e34c623249a09,ministral-3:14b-instruct-2512-q4_K_M,1,1,1,1.0
case-f7ca55167b175bf6,gemma4:12b,1,1,1,1.0
case-f7ca55167b175bf6,llama3.1:8b-instruct-q8_0,1,1,1,1.0
case-f7ca55167b175bf6,ministral-3:14b-instruct-2512-q4_K_M,1,1,1,1.0
case-f878f5d567344fb9,gemma4:12b,1,1,1,1.0
case-f878f5d567344fb9,llama3.1:8b-instruct-q8_0,1,1,1,1.0
case-f878f5d567344fb9,ministral-3:14b-instruct-2512-q4_K_M,1,1,1,1.0
case-f8a75930060304aa,gemma4:12b,1,1,1,1.0
case-f8a75930060304aa,llama3.1:8b-instruct-q8_0,1,1,1,1.0
case-f8a75930060304aa,ministral-3:14b-instruct-2512-q4_K_M,1,1,1,1.0
case-f8cda0635d981c8c,gemma4:12b,2,2,2,1.0
case-f8cda0635d981c8c,llama3.1:8b-instruct-q8_0,2,2,2,1.0
case-f8cda0635d981c8c,ministral-3:14b-instruct-2512-q4_K_M,2,2,2,1.0
case-f8ffd6d71a270252,gemma4:12b,1,1,1,1.0
case-f8ffd6d71a270252,llama3.1:8b-instruct-q8_0,1,1,1,1.0
case-f8ffd6d71a270252,ministral-3:14b-instruct-2512-q4_K_M,1,1,1,1.0
case-f906a1612d7bfaf4,gemma4:12b,1,1,1,1.0
case-f906a1612d7bfaf4,llama3.1:8b-instruct-q8_0,1,1,1,1.0
case-f906a1612d7bfaf4,ministral-3:14b-instruct-2512-q4_K_M,1,1,1,1.0
case-f9c5b7d05746b1be,gemma4:12b,1,1,1,1.0
case-f9c5b7d05746b1be,llama3.1:8b-instruct-q8_0,1,1,1,1.0
case-f9c5b7d05746b1be,ministral-3:14b-instruct-2512-q4_K_M,1,1,1,1.0
case-f9d36728095e2ded,gemma4:12b,1,1,1,1.0
case-f9d36728095e2ded,llama3.1:8b-instruct-q8_0,1,1,1,1.0
case-f9d36728095e2ded,ministral-3:14b-instruct-2512-q4_K_M,1,1,1,1.0
case-f9f995f3dc73cd56,gemma4:12b,2,2,2,1.0
case-f9f995f3dc73cd56,llama3.1:8b-instruct-q8_0,2,1,2,0.5
case-f9f995f3dc73cd56,ministral-3:14b-instruct-2512-q4_K_M,2,0,2,0.0
case-fa9a66e63bb75f63,gemma4:12b,1,1,1,1.0
case-fa9a66e63bb75f63,llama3.1:8b-instruct-q8_0,1,1,1,1.0
case-fa9a66e63bb75f63,ministral-3:14b-instruct-2512-q4_K_M,1,1,1,1.0
case-fb5032d99e47b0e5,gemma4:12b,2,1,2,0.5
case-fb5032d99e47b0e5,llama3.1:8b-instruct-q8_0,2,1,2,0.5
case-fb5032d99e47b0e5,ministral-3:14b-instruct-2512-q4_K_M,2,1,2,0.5
case-fb56ee8e6416e41d,gemma4:12b,1,1,1,1.0
case-fb56ee8e6416e41d,llama3.1:8b-instruct-q8_0,1,1,1,1.0
case-fb56ee8e6416e41d,ministral-3:14b-instruct-2512-q4_K_M,1,1,1,1.0
case-fbbb4adda6926e28,gemma4:12b,1,1,1,1.0
case-fbbb4adda6926e28,llama3.1:8b-instruct-q8_0,1,1,1,1.0
case-fbbb4adda6926e28,ministral-3:14b-instruct-2512-q4_K_M,1,1,1,1.0
case-fbe48e2e405da6b6,gemma4:12b,1,1,1,1.0
case-fbe48e2e405da6b6,llama3.1:8b-instruct-q8_0,1,1,1,1.0
case-fbe48e2e405da6b6,ministral-3:14b-instruct-2512-q4_K_M,1,1,1,1.0
case-fc4ffb29ca9726bd,gemma4:12b,2,2,2,1.0
case-fc4ffb29ca9726bd,llama3.1:8b-instruct-q8_0,2,1,2,0.5
case-fc4ffb29ca9726bd,ministral-3:14b-instruct-2512-q4_K_M,2,2,2,1.0
case-fce48009fab719a6,gemma4:12b,2,1,2,0.5
case-fce48009fab719a6,llama3.1:8b-instruct-q8_0,2,1,2,0.5
case-fce48009fab719a6,ministral-3:14b-instruct-2512-q4_K_M,2,2,2,1.0
case-fd0ea19a16542367,gemma4:12b,1,1,1,1.0
case-fd0ea19a16542367,llama3.1:8b-instruct-q8_0,1,1,1,1.0
case-fd0ea19a16542367,ministral-3:14b-instruct-2512-q4_K_M,1,1,1,1.0
case-fdec5e7905907833,gemma4:12b,1,1,1,1.0
case-fdec5e7905907833,llama3.1:8b-instruct-q8_0,1,1,1,1.0
case-fdec5e7905907833,ministral-3:14b-instruct-2512-q4_K_M,1,1,1,1.0
case-fe4a41b4ad9d16ad,gemma4:12b,1,1,1,1.0
case-fe4a41b4ad9d16ad,llama3.1:8b-instruct-q8_0,1,1,1,1.0
case-fe4a41b4ad9d16ad,ministral-3:14b-instruct-2512-q4_K_M,1,1,1,1.0
case-fe4d5e37a3af844b,gemma4:12b,1,1,1,1.0
case-fe4d5e37a3af844b,llama3.1:8b-instruct-q8_0,1,1,1,1.0
case-fe4d5e37a3af844b,ministral-3:14b-instruct-2512-q4_K_M,1,1,1,1.0
case-ff7627d8332912be,gemma4:12b,1,1,1,1.0
case-ff7627d8332912be,llama3.1:8b-instruct-q8_0,1,1,1,1.0
case-ff7627d8332912be,ministral-3:14b-instruct-2512-q4_K_M,1,0,1,0.0
